Points:0;Points:1;Points:2;Young Modulus
40;-80;95;257265
35;-85;10;173774
35;-90;35;424541
35;-95;35;483458
45;-25;15;467870
45;-20;30;448956
45;-20;35;408704
45;-20;40;473743
45;-20;45;366487
45;-10;50;110987
40;-40;80;447702
40;-40;85;473901
35;-80;105;736791
40;-55;85;604694
30;-100;5;281622
30;-95;5;417356
35;-95;5;513365
55;-5;30;401233
40;-40;90;383565
40;-40;95;522886
35;-100;10;441022
35;-95;25;442623
35;-95;30;503027
35;-100;25;506967
35;-100;30;505242
35;-90;30;486001
35;-90;25;370956
35;-100;35;469057
35;-100;40;459841
35;-100;45;390759
35;-100;50;374052
35;-100;55;410669
35;-100;60;381456
35;-100;65;206354
30;-100;75;195840
35;-100;70;189864
40;-50;75;138281
35;-70;105;1378964
40;-60;90;572618
40;-65;90;460468
35;-90;20;420455
40;-80;10;244112
40;-80;15;317960
40;-45;80;344474
40;-45;85;446912
45;-20;65;160635
45;-20;70;111490
45;-30;70;209734
45;-30;65;246423
45;-35;65;287377
40;-55;75;155597
40;-60;95;768947
40;-85;30;486001
45;-80;25;344185
45;-80;30;455627
40;-85;15;402474
45;-80;15;372283
45;-35;75;266795
45;-40;70;341480
35;-75;105;886820
50;-35;55;411426
50;-30;60;298720
50;-35;60;265250
40;-45;90;467807
35;-90;5;242184
40;-85;5;242184
40;-90;5;430009
40;-65;95;534152
30;-100;10;247547
35;-100;5;313076
50;-10;10;257246
45;-20;25;419252
35;-105;5;431520
40;-100;5;409578
45;-40;60;388533
35;-95;80;197504
40;-80;90;461961
55;-20;10;526826
55;-15;15;378107
50;-20;15;546476
55;-20;15;538020
55;-20;35;454924
50;-25;35;421575
55;-20;30;465411
55;-25;30;399766
40;-50;90;571936
35;-105;10;357295
45;-40;25;132880
40;-40;30;191944
45;-40;30;224245
30;-105;10;317906
45;-40;50;368018
45;-40;55;385831
35;-90;90;169416
35;-85;105;382045
40;-55;90;701182
45;-25;70;140640
45;-25;75;124862
45;-25;5;479317
40;-85;85;321207
40;-85;90;169416
45;-65;80;196967
45;-60;85;195236
45;-65;85;195448
45;-30;75;247459
30;-105;65;348384
50;-25;15;532113
50;-20;20;483280
40;-65;65;357889
40;-65;70;421532
40;-65;75;265346
50;-40;70;142922
55;-35;65;235424
55;-35;70;194937
35;-105;15;487953
35;-105;20;538674
35;-105;25;474810
35;-105;30;505778
35;-105;35;522448
35;-105;40;499606
35;-105;45;434337
35;-105;50;366239
35;-105;55;422346
35;-105;60;369513
35;-105;65;240935
50;-40;45;238354
50;-35;50;395914
50;-40;50;210956
40;-45;45;125595
40;-45;50;178363
40;-45;55;173386
40;-45;60;263669
50;-20;10;458476
50;-25;10;569600
55;-20;45;328358
50;-25;45;405493
55;-20;40;501655
55;-25;40;470062
50;-15;45;204654
40;-80;85;378756
40;-85;65;447698
40;-80;70;581449
40;-85;70;587133
45;-30;80;218413
35;-35;5;334821
45;-30;40;403256
50;-15;30;503458
50;-15;25;428770
55;-10;25;325347
40;-40;105;457523
45;-75;30;333439
40;-65;45;124468
50;-30;50;297626
50;-30;55;436179
40;-65;50;171132
40;-65;55;231951
40;-65;60;245785
45;-35;80;257109
40;-45;105;716478
50;-20;50;200332
40;-85;45;240120
40;-80;50;445714
40;-85;50;407885
45;-35;25;257011
45;-40;75;323675
45;-45;70;180342
40;-85;60;431348
40;-80;65;434350
50;-5;20;414822
40;-75;95;409311
40;-80;75;609253
40;-80;80;482460
40;-85;10;294959
45;-80;5;417356
50;-85;35;469057
50;-80;40;443011
50;-85;40;459841
40;-75;25;189506
40;-85;75;590950
40;-80;35;365106
40;-85;80;519776
40;-75;40;247052
40;-65;40;132598
45;-75;80;215872
40;-80;45;268715
40;-80;55;455076
40;-80;60;425139
50;-30;35;427614
50;-30;40;460913
40;-75;100;304798
40;-50;105;1045693
50;-25;60;234358
45;-60;80;171799
40;-95;45;334709
40;-95;40;464116
40;-100;40;492244
40;-90;65;398108
40;-90;60;452332
40;-95;60;421700
40;-90;70;449684
40;-95;65;280132
40;-90;75;571651
40;-95;70;266911
45;-75;85;199342
45;-75;90;256266
40;-55;105;1024871
50;-40;65;106882
40;-85;55;461355
40;-90;15;472093
40;-90;10;414882
40;-95;10;413516
40;-75;20;164368
40;-80;20;350996
40;-85;20;420455
40;-85;25;370956
40;-80;100;323658
50;-25;50;252392
50;-25;55;343363
45;-60;75;136392
50;-15;35;375804
45;-70;90;278423
45;-70;95;336371
40;-105;5;256349
45;-40;40;173193
55;-25;25;352076
45;-40;80;283569
45;-40;85;240262
40;-90;80;349906
40;-65;105;737721
50;-35;35;409975
50;-35;40;368415
40;-95;5;257551
40;-100;10;398202
40;-90;30;512025
40;-90;25;463576
40;-95;25;486720
40;-95;30;522037
40;-100;25;524600
40;-95;35;526515
40;-100;30;536781
40;-100;35;513953
40;-90;55;445587
40;-90;50;319347
40;-95;50;309947
40;-100;45;437814
40;-95;55;381945
40;-100;50;329587
40;-100;55;355541
40;-100;60;287054
40;-100;65;158010
40;-70;105;684292
45;-55;95;259958
45;-45;75;133509
45;-45;80;171176
45;-45;85;227486
45;-85;15;453577
50;-80;15;358231
45;-85;30;503027
50;-80;25;398627
50;-80;30;379620
40;-85;95;198395
40;-75;105;533596
50;-20;55;227012
45;-85;5;513365
45;-90;5;257551
40;-90;20;487891
40;-90;35;495614
40;-90;40;350260
40;-90;45;297715
50;-35;25;222631
50;-35;30;293197
50;-25;20;484190
40;-105;10;379459
45;-60;95;212187
50;-15;40;332199
50;-95;20;491224
45;-100;20;491224
50;-95;15;384778
50;-100;15;339667
50;-15;20;433917
50;-10;5;145387
50;-15;50;110987
45;-100;5;267699
45;-65;75;239194
40;-105;15;561071
40;-105;20;596549
40;-105;25;562587
40;-105;30;532952
40;-105;35;541384
40;-105;40;517903
40;-105;45;410571
40;-105;50;409272
40;-105;55;352288
40;-105;60;206803
45;-30;10;361527
50;-20;5;442731
45;-75;35;316035
50;-30;15;413861
50;-30;20;371799
50;-80;60;447480
50;-75;60;323689
50;-75;65;305789
55;-75;60;220839
50;-15;5;200157
45;-40;35;209942
45;-45;55;123302
55;-5;25;83389
50;-25;65;87053
50;-30;65;149078
45;-80;85;198611
55;-10;20;414822
45;-85;65;382119
45;-80;70;497477
45;-85;70;413191
45;-80;35;439900
45;-75;40;325934
50;-75;35;384372
45;-75;60;416739
45;-75;55;450976
50;-70;55;309523
50;-30;25;348871
50;-30;10;318101
55;-25;15;619340
50;-75;30;302329
45;-65;90;171164
45;-65;55;111654
45;-65;60;136122
45;-65;65;239387
45;-65;70;275885
50;-30;30;385251
45;-85;45;327603
45;-80;50;418089
45;-85;50;355080
50;-30;45;398624
45;-85;60;402055
45;-80;65;424694
45;-75;45;370771
45;-75;50;444255
45;-75;65;378804
45;-75;70;525229
45;-75;75;464450
45;-80;75;485600
45;-80;80;336654
50;-40;40;169396
45;-50;95;154393
55;-15;35;400971
55;-10;40;257279
55;-15;40;417667
45;-75;15;204812
45;-75;20;268287
45;-75;25;258408
45;-85;75;302543
45;-85;80;197504
45;-80;45;317841
45;-80;55;469117
45;-80;60;452866
55;-30;35;440881
55;-30;40;416393
45;-55;100;251124
45;-90;45;334709
45;-90;40;464116
45;-95;40;474460
45;-90;50;309947
45;-95;45;432184
45;-90;55;381945
45;-95;50;315140
45;-90;60;421700
45;-95;55;392274
45;-90;65;280132
45;-95;60;368697
45;-90;70;266911
45;-95;65;144534
45;-85;55;442091
45;-90;15;512959
45;-90;10;413516
45;-95;10;380420
45;-80;20;419284
45;-85;20;493179
45;-85;25;442623
50;-40;35;168157
45;-55;105;332395
50;-25;5;398418
45;-90;35;526515
45;-95;35;492443
55;-35;35;347651
55;-35;40;403159
45;-95;5;300006
45;-100;10;282408
45;-95;25;506865
45;-95;30;519513
45;-100;25;543360
45;-100;30;543198
45;-90;30;522037
45;-90;25;486720
45;-100;35;484045
45;-100;40;435801
45;-100;45;392776
45;-100;50;337022
50;-75;55;476299
45;-100;55;322888
45;-100;60;223922
50;-40;55;213988
50;-70;35;172213
45;-90;20;530255
50;-70;70;111309
55;-10;15;280613
50;-85;5;313076
50;-90;5;409578
55;-90;45;410571
50;-95;45;392776
55;-90;40;517903
55;-95;40;414448
55;-75;35;354210
50;-75;40;449958
55;-75;40;523647
50;-70;40;244974
55;-70;35;242997
50;-75;45;477635
50;-70;45;300029
55;-70;40;201812
55;-35;45;514452
45;-105;10;232499
55;-10;30;400036
55;-15;25;494704
55;-15;30;494212
55;-30;65;185295
50;-75;50;481135
50;-70;50;244193
55;-70;45;336130
55;-10;35;293550
55;-15;20;490436
55;-10;45;253389
45;-105;15;432200
45;-105;20;559526
45;-105;25;563433
45;-105;30;562944
45;-105;35;548338
45;-105;40;414448
45;-105;45;389051
45;-105;50;290336
45;-105;55;235233
45;-105;60;235908
55;-15;10;312198
50;-70;60;197244
55;-70;55;185606
55;-15;45;229740
55;-15;50;106470
55;-20;50;186555
55;-25;35;425628
55;-20;5;299699
50;-40;30;124959
55;-25;45;526083
55;-25;10;408433
50;-35;20;221346
50;-85;65;206354
50;-80;70;276150
50;-85;70;189864
55;-30;25;245621
50;-70;65;143523
55;-30;30;288832
55;-20;55;280362
55;-25;50;291502
50;-70;30;137067
55;-90;60;206803
50;-95;60;223922
55;-90;55;352288
55;-95;55;235233
50;-85;30;505242
55;-80;25;318612
55;-80;30;370141
55;-35;55;287060
55;-30;60;208574
55;-35;60;250818
50;-85;45;390759
50;-80;50;419363
50;-85;50;374052
55;-35;30;213015
55;-30;20;342272
50;-85;60;381456
50;-80;65;317585
55;-75;30;210825
50;-75;70;216822
55;-30;15;324969
55;-30;45;510010
55;-30;50;347823
55;-30;55;342540
55;-15;5;323267
55;-35;25;230088
55;-35;50;391051
50;-75;25;205927
50;-80;35;432226
50;-80;45;442843
50;-80;55;487490
50;-85;15;514613
50;-90;45;437814
50;-90;40;492244
50;-95;40;435801
50;-90;50;329587
50;-90;55;355541
50;-95;50;337022
50;-90;60;287054
50;-95;55;322888
50;-90;65;158010
50;-85;55;410669
50;-90;15;514689
50;-90;10;398202
50;-95;10;282408
50;-75;20;252175
50;-80;20;463297
50;-85;20;534427
50;-85;25;506967
50;-80;75;195840
55;-90;15;561071
55;-90;10;379459
55;-95;10;232499
50;-85;10;441022
50;-90;35;513953
50;-95;35;484045
55;-25;55;350517
50;-95;5;267699
50;-100;10;263589
50;-95;25;543360
50;-100;20;466059
50;-95;30;543198
50;-100;25;503104
50;-100;30;520976
50;-90;30;536781
50;-90;25;524600
50;-100;35;529045
50;-100;40;362887
50;-100;45;374229
50;-100;50;237910
55;-40;40;184081
55;-40;45;160044
55;-40;50;343164
50;-90;20;573733
55;-85;45;434337
55;-80;50;391197
55;-85;50;366239
55;-75;55;487364
55;-80;35;378043
50;-105;10;307931
55;-80;20;359631
55;-85;20;538674
55;-80;40;478233
55;-80;10;317906
55;-80;15;246680
50;-105;15;395592
50;-105;20;427950
50;-105;25;464736
50;-105;30;527676
50;-105;35;529514
50;-105;40;526132
50;-105;45;305014
50;-105;50;306279
55;-70;50;437354
55;-85;25;474810
55;-85;30;505778
55;-85;35;522448
55;-85;40;499606
55;-85;60;369513
55;-80;65;348384
55;-85;65;240935
55;-85;5;431520
55;-90;5;256349
55;-85;15;487953
55;-90;50;409272
55;-95;45;389051
55;-95;50;290336
55;-75;45;484593
55;-75;50;470865
55;-95;20;559526
55;-95;15;432200
55;-100;15;395592
55;-80;45;451088
55;-80;55;498577
55;-80;60;449616
55;-85;55;422346
55;-75;20;126630
55;-75;25;131095
55;-65;45;153791
55;-85;10;357295
55;-90;35;541384
55;-95;35;548338
55;-100;10;307931
55;-95;25;563433
55;-100;20;427950
55;-95;30;562944
55;-100;25;464736
55;-100;30;527676
55;-90;30;532952
55;-90;25;562587
55;-100;35;529514
55;-100;40;526132
55;-100;45;305014
55;-90;20;596549
55;-95;60;235908
55;-100;50;306279
55;-105;10;514185
55;-105;5;634263
55;-105;15;407987
55;-105;20;465123
55;-105;25;386711
55;-105;30;428188
55;-105;35;486625
55;-105;40;489653
55;-105;45;503212
55;-105;50;290859
